Samples,FlowPattern,Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,FPLabels
645,4,0.25916,10.7461,0.001,2.00E-05,1000,1.8,0.07,15,0.025,A
646,4,0.01,25,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,A
647,5,0.00244,0.03786,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
648,5,0.4,16,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
649,5,0.025,0.6,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
650,4,0.41992,1.58973,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
651,1,4,0.4,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,DB
652,5,0.25659,15.6502,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
653,5,0.25,0.15,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
654,5,0.01541,0.02371,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
655,5,1.66181,0.15399,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
656,5,2.09514,0.025,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
657,5,0.4,10,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
658,3,0.01,16,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
659,5,2.5,4,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
660,5,0.0025,0.025,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
661,5,2.5,0.4,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
662,5,0.01189,0.05243,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
663,5,1,16,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
664,5,0.07543,0.35576,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
665,5,1.6,1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
666,1,1,4,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,DB
667,5,1.58694,10.5064,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,I
668,5,2.5,0.4,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
669,1,4.44704,3.91868,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,DB
670,5,0.01017,0.06187,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
671,5,0.025,4,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
672,5,0.0024,0.03735,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
673,5,0.01911,0.08428,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
674,3,0.16,6.3,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
675,5,0.01,0.03997,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
676,5,4,1.6,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
677,4,0.0102,26.7114,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
678,4,0.0636,15.3735,0.001,2.00E-05,1000,1.8,0.07,85,0.051,A
679,5,0.15,1,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
680,3,0.4,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
681,5,2.5,6.3,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
682,4,0.14527,26.0295,0.001,2.00E-05,1000,1.8,0.07,30,0.025,A
683,5,2.5,0.1,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
684,5,0.0099,6.07703,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
685,1,0.96466,4.04741,0.001,2.00E-05,1000,1.8,0.07,15,0.025,DB
686,1,2.90411,0.9567,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,DB
687,4,0.063,25,0.001,2.00E-05,1000,1.8,0.07,0,0.051,A
688,5,0.0025,0.4,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
689,5,0.00243,0.14855,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
690,5,1.6,0.4,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
691,3,0.01,10,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
692,1,4,0.15,0.001,2.00E-05,1000,1.8,0.07,10,0.025,DB
693,4,0.59119,10.0408,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
694,5,1.6,2.5,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,I
695,5,0.01,0.16,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
696,5,0.1,1,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
697,5,0.00392,2.37137,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
698,3,0.025,16,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,SW
699,4,1.65947,6.10142,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,A
700,5,0.006,0.6,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
701,5,0.4,10,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
702,5,0.01,0.25,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
703,3,1,0.016,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
704,5,0.00241,0.02375,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
705,1,2.5,0.1,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,DB
706,4,0.25,16,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,A
707,5,1.6,1,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
708,5,0.01,1,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
709,5,0.44608,24.5031,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
710,5,0.4,2.5,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
711,3,0.035,15,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
712,1,4.26584,6.37536,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,DB
713,5,0.42706,10,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
714,3,0.25,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SW
715,5,1,0.025,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
716,5,0.00606,2.37137,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
717,4,0.03738,14.4505,0.001,2.00E-05,1000,1.8,0.07,90,0.051,A
718,4,0.01295,15.8972,0.001,2.00E-05,1000,1.8,0.07,15,0.051,A
719,4,0.00613,2.44206,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
720,5,0.00932,3.92699,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
721,5,0.15,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
722,4,0.64221,3.87051,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
723,1,1.7451,0.09655,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,DB
724,4,0.65213,39.5408,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,A
725,5,0.61908,15.1577,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
726,3,0.004,25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SW
727,5,1.61121,0.03786,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
728,5,1.6,0.63,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
729,5,0.25749,6.48789,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
730,5,1,10,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
731,4,0.2407,0.10212,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
732,3,0.1,0.1,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SW
733,1,2.5,0.25,0.001,2.00E-05,1000,1.8,0.07,2,0.025,DB
734,5,0.00397,0.61248,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
735,5,1.74621,0.3729,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,I
736,3,0.00402,0.09259,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
737,2,0.01,1,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SS
738,4,0.60745,0.03807,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
739,4,0.09638,17.9737,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
740,5,0.41488,10.3321,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
741,5,0.01134,0.98386,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
742,5,0.27854,0.08275,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
743,3,0.016,2.5,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
744,5,0.1092,2.45824,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
745,1,3.99982,0.59646,0.001,2.00E-05,1000,1.8,0.07,15,0.051,DB
746,3,0.016,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
747,5,1,6.3,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
748,5,1.0831,15.9634,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
749,4,0.63521,24.1951,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
750,5,0.64574,0.03834,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
751,3,0.00406,0.03862,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
752,4,0.98952,9.7598,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
753,4,1.58906,10.3838,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
754,5,0.04,2.5,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
755,4,0.25,10,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,A
756,4,0.00287,17.2896,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
757,3,0.00421,15.095,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
758,5,0.09366,0.9524,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
759,5,0.27064,3.86579,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
760,5,0.04,0.63,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
761,5,0.00637,0.04134,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
762,1,6.3,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.051,DB
763,5,0.03589,6.42042,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
764,3,0.10437,0.23416,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
765,5,0.09952,0.23905,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
766,5,0.1559,3.78552,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
767,3,0.0063,16,0.001,2.00E-05,1000,1.8,0.07,1,0.051,SW
768,5,0.00968,6.26434,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
769,2,0.0063,0.4,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
770,5,0.09625,0.58742,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
771,7,1.68948,0.14774,0.001,2.00E-05,1000,1.8,0.07,85,0.051,B
772,1,4,1,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,DB
773,5,0.67393,0.37654,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
774,5,0.02405,6.04296,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
775,1,4,0.4,0.001,2.00E-05,1000,1.8,0.07,10,0.051,DB
776,5,1.00592,0.09647,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
777,4,0.38337,17.2148,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
778,5,1,0.1,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
779,4,0.05829,15.3259,0.001,2.00E-05,1000,1.8,0.07,80,0.051,A
780,3,0.004,10,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
781,5,2.75928,0.6043,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
782,5,0.99853,0.60651,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
783,1,4.16045,4.1021,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,DB
784,5,0.02371,3.6606,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
785,5,0.00257,0.94371,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
786,5,0.25,0.6,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
787,1,2.60991,0.09159,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,DB
788,5,0.00982,0.96466,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
789,3,1,1,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
790,3,0.04,10,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
791,3,0.0063,10,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
792,5,0.1,0.16,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
793,5,0.09202,3.91428,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
794,3,2.5,0.63,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
795,1,4,0.15,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,DB
796,5,0.0063,4,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
797,5,0.24619,0.57287,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
798,4,0.39608,25.7711,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,A
799,3,0.0063,16,0.001,2.00E-05,1000,1.8,0.07,10,0.051,SW
800,4,0.01008,10.3821,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
801,4,0.05937,14.0411,0.001,2.00E-05,1000,1.8,0.07,50,0.051,A
802,5,3.4,1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
803,5,1.6,0.063,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
804,5,1.6,1,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,I
805,5,0.05882,9.64662,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
806,4,0.25,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,A
807,5,0.01,1,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
808,5,0.01586,6.10625,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
809,5,0.01,2.5,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
810,4,0.15399,0.37055,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
811,5,0.0025,1,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
812,5,0.00394,0.06163,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
813,4,0.1,25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
814,1,4,1,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,DB
815,5,1,0.06,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
816,5,1,0.25,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
817,1,1.6,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,DB
818,2,0.1,0.15,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
819,2,0.01,0.1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
820,4,0.02405,23.4075,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,A
821,5,0.99216,0.62468,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
822,1,2.58873,1.60689,0.001,2.00E-05,1000,1.8,0.07,90,0.051,DB
823,3,0.42324,6.4961,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
824,5,0.00626,6.14574,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
825,5,1,16,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
826,5,2.5,1.6,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
827,4,0.00266,0.01878,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
828,4,0.10623,16.9996,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
829,5,0.00669,9.30572,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
830,5,1.5,0.1,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
831,4,0.16,16,0.001,2.00E-05,1000,1.8,0.07,0,0.051,A
832,5,2.5,1,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
833,3,0.1,6.3,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
834,1,2.77094,0.24753,0.001,2.00E-05,1000,1.8,0.07,90,0.051,DB
835,5,0.00384,0.09306,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
836,1,2.62536,0.37871,0.001,2.00E-05,1000,1.8,0.07,50,0.025,DB
837,4,0.15,15,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,A
838,5,0.00393,0.97818,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
839,5,0.05913,6.46468,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
840,4,0.006,25,0.001,2.00E-05,1000,1.8,0.07,5,0.025,A
841,5,1.6,0.063,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
842,5,0.00225,10.0084,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
843,5,0.09874,0.96466,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
844,4,0.04,25,0.001,2.00E-05,1000,1.8,0.07,0,0.051,A
845,5,1.51801,25.9711,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
846,4,0.00242,24.929,0.001,2.00E-05,1000,1.8,0.07,90,0.051,A
847,3,0.64393,0.01568,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
848,5,0.1,2.5,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
849,5,0.03848,3.77144,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
850,5,1,0.63,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
851,5,2.51062,9.75294,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,I
852,3,0.016,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
853,3,0.04,6,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SW
854,5,1.57627,6.28881,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
855,5,0.6,4,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
856,5,2.32811,16.2827,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,I
857,5,0.03039,0.05395,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
858,4,0.97058,0.62529,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
859,5,1.9131,0.31797,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
860,2,0.0016,1,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SS
861,7,0.96915,0.03777,0.001,2.00E-05,1000,1.8,0.07,70,0.051,B
862,1,3.84719,0.15121,0.001,2.00E-05,1000,1.8,0.07,20,0.051,DB
863,5,0.00383,6.12246,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
864,1,4,1.6,0.001,2.00E-05,1000,1.8,0.07,1,0.025,DB
865,3,0.004,16,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
866,5,0.00244,5.91109,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
867,3,0.39583,0.02448,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
868,4,0.015,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,A
869,4,0.09649,25.7566,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
870,5,2.5,0.63,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
871,3,0.01098,15.9242,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
872,3,0.01,16,0.001,2.00E-05,1000,1.8,0.07,1,0.025,SW
873,5,0.11255,1.53983,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
874,4,0.063,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,A
875,1,4,0.025,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,DB
876,4,0.1,16,0.001,2.00E-05,1000,1.8,0.07,10,0.051,A
877,3,0.02624,0.62428,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
878,5,1,6,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
879,5,0.06234,3.92171,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
880,1,2.5,0.4,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,DB
881,5,0.62992,9.94394,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
882,5,2.5,0.63,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,I
883,5,0.1,0.4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
884,5,0.3718,16.3448,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
885,5,0.006,0.4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
886,5,1.57849,0.0391,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,I
887,3,0.25,0.1,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
888,5,0.64014,0.97698,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
889,4,0.25,16,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,A
890,5,1.67494,0.39135,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,I
891,4,0.03805,15.6106,0.001,2.00E-05,1000,1.8,0.07,20,0.051,A
892,5,0.00648,0.4129,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
893,3,0.0098,26.2592,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
894,3,0.25,0.1,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
895,3,0.99972,1.61779,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
896,5,0.02344,6.10271,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
897,3,0.0039,9.76941,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
898,4,0.25369,26.0368,0.001,2.00E-05,1000,1.8,0.07,20,0.025,A
899,5,2.66084,9.64662,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
900,5,2.5,2.5,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
901,2,0.0025,0.63,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
902,5,2.5,10,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
903,4,0.01,25,0.001,2.00E-05,1000,1.8,0.07,10,0.051,A
904,5,0.1,4,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
905,4,0.00927,25.6735,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
906,3,0.004,10,0.001,2.00E-05,1000,1.8,0.07,1,0.051,SW
907,5,1.59186,40.4685,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,I
908,5,0.1092,2.45824,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
909,5,0.00632,2.48814,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
910,3,0.06,1.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SW
911,5,0.00985,1.59634,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
912,1,3.04026,0.62069,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,DB
913,5,0.00239,2.53818,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
914,3,0.01,10,0.001,2.00E-05,1000,1.8,0.07,5,0.025,SW
915,5,3.4,1.6,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
916,5,0.0025,1,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
917,5,0.00579,3.77337,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
918,5,1.6,0.63,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
919,4,0.38345,15.5035,0.001,2.00E-05,1000,1.8,0.07,70,0.025,A
920,3,0.0063,10,0.001,2.00E-05,1000,1.8,0.07,1,0.051,SW
921,3,0.04,10,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SW
922,3,0.0374,15.9724,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
923,4,0.15499,0.02315,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
924,3,0.63,0.1,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
925,3,1.6,0.025,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
926,1,6.3,0.63,0.001,2.00E-05,1000,1.8,0.07,0,0.051,DB
927,3,0.01,16,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
928,1,4.01907,0.24582,0.001,2.00E-05,1000,1.8,0.07,15,0.025,DB
929,1,2.84603,0.025,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,DB
930,5,0.93898,2.53829,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
931,3,0.004,25,0.001,2.00E-05,1000,1.8,0.07,5,0.051,SW
932,2,0.004,1,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SS
933,3,0.004,16,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,SW
934,4,0.61113,25.7684,0.001,2.00E-05,1000,1.8,0.07,90,0.025,A
935,5,2.5,2.5,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,I
936,5,1.58472,0.09528,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,I
937,5,1,4,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
938,5,0.25,4,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
939,5,0.03857,0.06149,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
940,7,1.51737,0.09235,0.001,2.00E-05,1000,1.8,0.07,70,0.051,B
941,5,1.61167,0.06156,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,I
942,5,1.41789,0.59036,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
943,4,0.0024,25.483,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,A
944,5,0.00372,9.95793,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
945,4,0.03111,8.98318,0.001,2.00E-05,1000,1.8,0.07,30,0.051,A
946,3,0.99607,0.09335,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
947,4,0.16,16,0.001,2.00E-05,1000,1.8,0.07,5,0.051,A
948,1,4,0.1,0.001,2.00E-05,1000,1.8,0.07,1,0.051,DB
949,1,3.62413,2.48678,0.001,2.00E-05,1000,1.8,0.07,90,0.051,DB
950,5,0.00248,0.02437,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
951,3,0.25,0.015,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
952,5,1.6377,3.88577,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
953,3,0.01,6,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,SW
954,4,0.25283,25.333,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,A
955,3,0.016,10,0.001,2.00E-05,1000,1.8,0.07,2,0.025,SW
956,4,0.25,16,0.001,2.00E-05,1000,1.8,0.07,5,0.051,A
957,3,0.004,10,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
958,5,1,0.1,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
959,5,0.0063,10,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
960,2,0.004,2.5,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
961,5,0.45447,6.41902,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
962,5,0.1,0.25,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
963,5,2.46378,2.7498,0.001,2.00E-05,1000,1.8,0.07,-70,0.051,I
964,3,0.006,10,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SW
965,5,1,25,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
966,1,2.5,0.025,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,DB
