Samples,FlowPattern,Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,FPLabels
2432,4,0.16,16,0.001,2.00E-05,1000,1.8,0.07,10,0.051,A
2433,5,0.025,0.63,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
2434,5,1.6,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
2435,5,0.03854,9.96353,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
2436,3,2.5,1,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
2437,5,10.0387,0.25713,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
2438,5,0.58821,0.63942,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
2439,5,1,6.3,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,I
2440,4,0.63,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,A
2441,4,0.4,25,0.001,2.00E-05,1000,1.8,0.07,2,0.025,A
2442,4,0.15,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,A
2443,5,0.94288,6.27491,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
2444,1,0.1,2.5,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,DB
2445,5,0.63,6.3,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
2446,5,1.66087,24.3863,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
2447,4,0.4,16,0.001,2.00E-05,1000,1.8,0.07,2,0.025,A
2448,7,0.15261,0.1008,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
2449,5,0.09523,0.15076,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
2450,5,0.42839,0.02266,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
2451,4,0.00397,9.99789,0.001,2.00E-05,1000,1.8,0.07,90,0.025,A
2452,5,2.61763,0.36517,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
2453,5,0.07722,0.23963,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2454,5,1.65064,0.03788,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,I
2455,2,0.0063,0.1,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SS
2456,5,1.5,0.1,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,I
2457,3,0.016,10,0.001,2.00E-05,1000,1.8,0.07,1,0.051,SW
2458,4,0.44035,0.63843,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
2459,3,0.004,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
2460,5,0.38197,6.62471,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
2461,5,0.26476,6.72036,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
2462,4,0.025,16,0.001,2.00E-05,1000,1.8,0.07,5,0.051,A
2463,5,1.9804,0.691,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
2464,4,0.1,15,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,A
2465,4,0.01013,16.2326,0.001,2.00E-05,1000,1.8,0.07,30,0.025,A
2466,5,0.00991,2.46378,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
2467,5,0.00401,0.1017,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
2468,1,4.14178,0.60826,0.001,2.00E-05,1000,1.8,0.07,20,0.025,DB
2469,3,0.0063,16,0.001,2.00E-05,1000,1.8,0.07,1,0.025,SW
2470,5,1.63482,2.65356,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
2471,4,0.01,25,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,A
2472,1,2.5,0.025,0.001,2.00E-05,1000,1.8,0.07,5,0.051,DB
2473,5,0.0025,6.3,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
2474,5,2.5,10,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,I
2475,5,0.10014,0.03881,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
2476,5,1,0.63,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
2477,5,0.07501,0.73767,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
2478,4,0.01,25,0.001,2.00E-05,1000,1.8,0.07,10,0.025,A
2479,5,0.67973,0.03951,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
2480,5,0.10689,0.03924,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2481,5,0.0959,0.15159,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
2482,2,0.1,0.25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
2483,5,1.04248,0.06581,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
2484,2,0.04,0.4,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SS
2485,4,0.66564,16.3,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
2486,5,0.1,0.1,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
2487,4,0.15013,25,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,A
2488,5,1,0.4,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
2489,4,0.09647,16.6415,0.001,2.00E-05,1000,1.8,0.07,80,0.051,A
2490,5,1,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
2491,2,0.1,0.63,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
2492,4,0.39563,15.0378,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,A
2493,5,0.00975,0.23714,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2494,1,2.5,0.063,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,DB
2495,3,0.006,25,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,SW
2496,3,1,4,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
2497,5,4,1,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
2498,5,2.5,2.5,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
2499,5,0.14855,4.08169,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
2500,5,0.01066,0.23096,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
2501,3,0.25312,10.4101,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
2502,3,0.96765,6.50021,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
2503,4,0.00394,15.7202,0.001,2.00E-05,1000,1.8,0.07,70,0.051,A
2504,5,0.10115,1.57207,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
2505,3,0.25426,0.03972,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
2506,4,0.02555,15.9511,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,A
2507,5,1.00592,0.09647,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2508,4,0.04,40,0.001,2.00E-05,1000,1.8,0.07,0,0.025,A
2509,1,2.60112,0.2332,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,DB
2510,3,0.15608,0.03539,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,SW
2511,5,0.00948,0.03895,0.001,2.00E-05,1000,1.8,0.07,70,0.025,I
2512,5,1.5,25,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
2513,5,0.00352,6.11956,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
2514,1,4.4159,0.96908,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,DB
2515,5,1.73045,3.92419,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2516,5,0.10182,0.65553,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
2517,5,0.00239,0.15421,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2518,4,0.02403,9.61954,0.001,2.00E-05,1000,1.8,0.07,70,0.025,A
2519,1,3.92088,0.37855,0.001,2.00E-05,1000,1.8,0.07,20,0.051,DB
2520,3,1.6,2.5,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
2521,4,0.15829,15.3431,0.001,2.00E-05,1000,1.8,0.07,20,0.051,A
2522,5,1.72474,6.04296,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
2523,5,0.02568,0.03652,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
2524,5,0.09586,6.29699,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
2525,5,1.60061,1.66228,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
2526,2,0.16,0.1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
2527,3,0.01,0.015,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
2528,5,2.45824,0.59998,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
2529,4,0.09734,16.385,0.001,2.00E-05,1000,1.8,0.07,20,0.025,A
2530,5,0.1,1.5,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
2531,5,0.00379,3.79564,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
2532,2,0.006,1.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
2533,5,0.0063,0.4,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
2534,4,0.15676,15.5559,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,A
2535,5,3.9502,0.00996,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
2536,3,0.65304,0.25045,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
2537,5,1.6,0.4,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
2538,5,0.4,10,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
2539,5,0.06,4,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
2540,4,0.11788,15.6574,0.001,2.00E-05,1000,1.8,0.07,15,0.051,A
2541,5,0.97338,4.08456,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
2542,4,0.016,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,A
2543,5,0.01,2.5,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,I
2544,1,1.60522,0.05898,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,DB
2545,7,1.03663,0.06558,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
2546,3,1,0.1,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
2547,4,0.4,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,A
2548,3,0.01014,0.01609,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
2549,3,1.57849,0.62723,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
2550,5,1.54166,0.09786,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
2551,1,3.06945,0.05623,0.001,2.00E-05,1000,1.8,0.07,15,0.025,DB
2552,3,0.004,10,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,SW
2553,3,0.3933,0.015,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
2554,5,1.6,0.25,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
2555,3,2.5,0.25,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
2556,5,1.72039,1.55902,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
2557,3,0.00159,9.77353,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
2558,5,0.10895,1.59634,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2559,3,1,0.25,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
2560,5,1.6,0.04,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
2561,5,0.1,0.4,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
2562,3,0.015,4,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SW
2563,1,4,1.6,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,DB
2564,4,0.14508,0.01795,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
2565,5,0.68665,0.59646,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2566,5,1.65354,0.23714,0.001,2.00E-05,1000,1.8,0.07,-50,0.051,I
2567,5,0.63,0.25,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
2568,5,0.1,0.1,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
2569,5,0.63,1,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
2570,5,1.6,0.25,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
2571,3,0.0063,6.3,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,SW
2572,2,0.16,0.63,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
2573,5,2.5,0.063,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
2574,4,0.38391,26.9907,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
2575,1,2.6372,0.24369,0.001,2.00E-05,1000,1.8,0.07,90,0.051,DB
2576,5,0.43171,15.2882,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
2577,5,1.02418,0.58666,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
2578,5,2.5,0.04,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
2579,4,0.10102,42.9562,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,A
2580,4,0.09142,9.48529,0.001,2.00E-05,1000,1.8,0.07,50,0.025,A
2581,5,2.6372,0.96466,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2582,5,0.01512,10.2274,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
2583,5,0.63,4,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,I
2584,2,0.0025,0.025,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
2585,5,1,10,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
2586,5,1.61939,0.1,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2587,3,0.1,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
2588,1,3.83963,0.93842,0.001,2.00E-05,1000,1.8,0.07,70,0.051,DB
2589,7,0.03957,0.09962,0.001,2.00E-05,1000,1.8,0.07,70,0.051,B
2590,5,0.07906,3.80941,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2591,5,0.03681,9.75843,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
2592,4,0.0063,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,A
2593,2,0.1,0.4,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SS
2594,7,0.00975,0.02346,0.001,2.00E-05,1000,1.8,0.07,85,0.051,B
2595,5,0.98438,0.15399,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2596,3,0.01,15,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,SW
2597,2,0.015,1.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
2598,3,0.004,6,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,SW
2599,5,4,10,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
2600,4,0.00586,0.10507,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
2601,1,4,0.63,0.001,2.00E-05,1000,1.8,0.07,0,0.051,DB
2602,5,0.0025,0.025,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
2603,3,1.6,0.16,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
2604,5,1,0.4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
2605,7,0.02414,0.10318,0.001,2.00E-05,1000,1.8,0.07,80,0.051,B
2606,4,0.59485,17.2896,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
2607,5,0.15251,0.15161,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
2608,5,0.09643,2.55763,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
2609,4,0.14735,24.9553,0.001,2.00E-05,1000,1.8,0.07,90,0.051,A
2610,5,0.09717,6.04296,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
2611,1,2.54132,0.24819,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,DB
2612,2,0.004,0.016,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SS
2613,1,4,1,0.001,2.00E-05,1000,1.8,0.07,0,0.025,DB
2614,4,0.4,25,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,A
2615,5,0.8869,25.3593,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
2616,2,0.015,1,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
2617,5,1.6,6.3,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
2618,2,0.01,1.5,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
2619,5,1,0.04,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
2620,5,1.5,6,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
2621,5,2.32811,25.9227,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,I
2622,3,0.41418,0.58912,0.001,2.00E-05,1000,1.8,0.07,-80,0.051,SW
2623,4,0.00918,27.1159,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,A
2624,5,1.52571,0.3809,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
2625,3,0.01,15,0.001,2.00E-05,1000,1.8,0.07,10,0.025,SW
2626,3,0.01,16,0.001,2.00E-05,1000,1.8,0.07,10,0.051,SW
2627,5,0.63,16,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
2628,5,0.10126,0.05973,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
2629,5,0.00242,0.59973,0.001,2.00E-05,1000,1.8,0.07,20,0.051,I
2630,5,0.6043,27.078,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
2631,5,2.41238,4.03074,0.001,2.00E-05,1000,1.8,0.07,90,0.051,I
2632,3,0.4,2.5,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
2633,3,0.40146,6.53823,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
2634,5,1.6,0.4,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
2635,5,0.99398,2.52672,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
2636,3,0.00643,25.4615,0.001,2.00E-05,1000,1.8,0.07,-70,0.025,SW
2637,3,0.10202,0.01526,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
2638,5,0.09873,0.98857,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
2639,5,0.00218,0.05501,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
2640,3,0.1,0.016,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
2641,5,4,1.6,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
2642,5,0.71969,15.8972,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2643,1,4,1,0.001,2.00E-05,1000,1.8,0.07,5,0.025,DB
2644,5,1.07303,0.36121,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2645,4,0.55139,0.66555,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,A
2646,5,2.5,16,0.001,2.00E-05,1000,1.8,0.07,10,0.051,I
2647,1,0.04003,2.5,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,DB
2648,5,1.6,6.3,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
2649,5,0.65987,0.049,0.001,2.00E-05,1000,1.8,0.07,-90,0.025,I
2650,5,10.2569,1.05545,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
2651,5,0.00996,0.15399,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2652,5,0.1,0.04,0.001,2.00E-05,1000,1.8,0.07,1,0.025,I
2653,1,6.3,4,0.001,2.00E-05,1000,1.8,0.07,0,0.051,DB
2654,1,3.98533,1.00946,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,DB
2655,3,0.02513,15.5231,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
2656,5,0.1,1.6,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
2657,5,2.5,6,0.001,2.00E-05,1000,1.8,0.07,0,0.025,I
2658,3,0.025,16,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,SW
2659,5,0.0935,0.09381,0.001,2.00E-05,1000,1.8,0.07,30,0.025,I
2660,5,0.07543,1.48463,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2661,2,0.01,1,0.001,2.00E-05,1000,1.8,0.07,0,0.025,SS
2662,5,1.74658,6.5594,0.001,2.00E-05,1000,1.8,0.07,-80,0.025,I
2663,4,0.15013,15,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,A
2664,5,0.92224,6.63869,0.001,2.00E-05,1000,1.8,0.07,80,0.051,I
2665,1,4,2.5,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,DB
2666,7,0.00233,0.03872,0.001,2.00E-05,1000,1.8,0.07,85,0.051,B
2667,5,0.1,1,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
2668,4,0.063,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,A
2669,5,1.6,0.1,0.001,2.00E-05,1000,1.8,0.07,5,0.025,I
2670,4,0.06,15,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,A
2671,5,0.03004,0.12774,0.001,2.00E-05,1000,1.8,0.07,30,0.051,I
2672,3,0.1,1.5,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,SW
2673,5,1,2.5,0.001,2.00E-05,1000,1.8,0.07,5,0.051,I
2674,1,2.5,0.016,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,DB
2675,5,0.1,0.4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
2676,5,0.0063,1.6,0.001,2.00E-05,1000,1.8,0.07,2,0.025,I
2677,1,3.89015,3.56829,0.001,2.00E-05,1000,1.8,0.07,70,0.051,DB
2678,3,0.004,16,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,SW
2679,5,0.14225,9.33893,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2680,5,0.00396,0.39209,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
2681,3,0.41406,0.09342,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
2682,5,1.65522,6.23431,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,I
2683,5,2.27585,0.58746,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2684,5,2.59182,0.00373,0.001,2.00E-05,1000,1.8,0.07,20,0.025,I
2685,5,1,0.1,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,I
2686,4,0.00387,15.9298,0.001,2.00E-05,1000,1.8,0.07,70,0.025,A
2687,5,1.05577,1.11071,0.001,2.00E-05,1000,1.8,0.07,-90,0.051,I
2688,5,0.00412,1.00401,0.001,2.00E-05,1000,1.8,0.07,50,0.025,I
2689,4,0.4,16,0.001,2.00E-05,1000,1.8,0.07,0.5,0.051,A
2690,3,0.06127,10.1323,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
2691,5,1.6,1.6,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,I
2692,5,2.5,0.63,0.001,2.00E-05,1000,1.8,0.07,2,0.051,I
2693,5,1.06196,0.38091,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
2694,5,1.5604,0.64765,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
2695,5,2.5,6.5,0.001,2.00E-05,1000,1.8,0.07,-10,0.025,I
2696,5,0.00975,0.23714,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2697,5,0.01,0.06,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
2698,5,1,25,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,I
2699,1,2.5,0.16,0.001,2.00E-05,1000,1.8,0.07,1,0.025,DB
2700,5,0.004,0.15,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
2701,5,0.10788,0.24582,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2702,5,0.00892,0.4,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
2703,1,2.5,0.1,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,DB
2704,5,0.00234,3.78818,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
2705,5,0.4,0.04,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,I
2706,3,0.25,4,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
2707,3,0.1,6.3,0.001,2.00E-05,1000,1.8,0.07,0,0.051,SW
2708,1,2.44756,0.46015,0.001,2.00E-05,1000,1.8,0.07,30,0.051,DB
2709,5,4,10,0.001,2.00E-05,1000,1.8,0.07,1,0.051,I
2710,5,0.00954,5.91939,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2711,4,0.15688,25.9382,0.001,2.00E-05,1000,1.8,0.07,70,0.025,A
2712,4,0.16457,15.2359,0.001,2.00E-05,1000,1.8,0.07,85,0.051,A
2713,4,0.15,15,0.001,2.00E-05,1000,1.8,0.07,10,0.025,A
2714,1,4,0.1,0.001,2.00E-05,1000,1.8,0.07,-5,0.051,DB
2715,5,0.25,0.4,0.001,2.00E-05,1000,1.8,0.07,0,0.051,I
2716,5,0.70297,3.86775,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2717,2,0.016,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.025,SS
2718,5,2.5,4,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,I
2719,5,0.1,1,0.001,2.00E-05,1000,1.8,0.07,10,0.025,I
2720,3,0.16,0.016,0.001,2.00E-05,1000,1.8,0.07,-1,0.051,SW
2721,5,1.73295,0.58558,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
2722,3,0.25036,0.01489,0.001,2.00E-05,1000,1.8,0.07,-30,0.025,SW
2723,5,1.07303,0.91284,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2724,5,1,25,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
2725,3,0.16185,9.97193,0.001,2.00E-05,1000,1.8,0.07,-30,0.051,SW
2726,4,0.0619,15.4654,0.001,2.00E-05,1000,1.8,0.07,70,0.051,A
2727,4,0.16,16,0.001,2.00E-05,1000,1.8,0.07,-5,0.025,A
2728,5,1.59986,0.59646,0.001,2.00E-05,1000,1.8,0.07,15,0.051,I
2729,3,0.01,10,0.001,2.00E-05,1000,1.8,0.07,1,0.025,SW
2730,4,0.00968,38.6182,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,A
2731,4,0.1,40,0.001,2.00E-05,1000,1.8,0.07,0.25,0.025,A
2732,5,0.0024,6.52194,0.001,2.00E-05,1000,1.8,0.07,70,0.051,I
2733,7,0.09554,0.10232,0.001,2.00E-05,1000,1.8,0.07,70,0.051,B
2734,5,1.04659,25.4534,0.001,2.00E-05,1000,1.8,0.07,90,0.025,I
2735,5,1,6.3,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,I
2736,5,1.54296,2.4335,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,I
2737,3,0.0016,10,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,SW
2738,5,1.71833,0.96466,0.001,2.00E-05,1000,1.8,0.07,15,0.025,I
2739,4,0.006,25,0.001,2.00E-05,1000,1.8,0.07,0.5,0.025,A
2740,3,0.025,10,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,SW
2741,4,0.03937,15.0484,0.001,2.00E-05,1000,1.8,0.07,-50,0.025,A
2742,1,4,0.04,0.001,2.00E-05,1000,1.8,0.07,10,0.025,DB
2743,4,0.25,25,0.001,2.00E-05,1000,1.8,0.07,-10,0.051,A
2744,5,0.16451,0.02423,0.001,2.00E-05,1000,1.8,0.07,50,0.051,I
2745,5,0.00926,6.18077,0.001,2.00E-05,1000,1.8,0.07,85,0.051,I
2746,5,4,1,0.001,2.00E-05,1000,1.8,0.07,0.25,0.051,I
